;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100
;1714;1993;2966;2548;2862;3110;3234;2909;3641;3156;4056;3657;3212;3560;4119;3157;4109;3961;4886;3634;
