;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100
;2084;2569;3562;3290;3759;4127;4278;3766;4790;4275;5333;4788;4196;4558;5098;4230;5205;5115;6106;4739;
