;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100
;3658;4674;6421;5600;6460;7343;7420;6504;8193;7500;9151;8219;7517;8217;9259;7437;9280;9153;11105;8295;
