;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100
;1703;1995;2856;2490;2835;3308;3218;2828;3630;3098;3959;3698;3279;3518;3952;3135;4085;3884;4897;3664;
