;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100
;1439;1290;1551;1293;1399;1350;1400;1274;1421;1268;1397;1269;1401;1359;1388;1367;1414;1272;1397;1332;
