;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100
;1402;1282;1391;1339;1412;1274;1386;1281;1492;1290;1394;1276;1379;1297;1402;1346;1406;1426;1407;1296;
