3,5762
1,3572
1,2247
1,1567
1,5715
1,2465
1,0032
0,9501
1,4547
1,0485
1,4581
1,2033
0,8886
1,4594
1,019
1,2076
1,3226
1,6506
2,3852
1,3299
1,7733
1,211
1,1485
0,735
1,4509
1,4175
1,3286
1,385
0,7269
1,7622
1,1297
1,1554
1,0224
1,3234
0,6867
1,1229
1,6129
1,376
1,1708
1,1259
1,3072
0,9711
0,8197
1,2208
1,4124
1,376
1,4004
1,1609
1,0468
1,0177
1,3855
1,1203
1,0677
1,2867
1,14
1,314
1,2845
0,7444
1,0523
2,2796
1,9645
2,1411
1,9952
1,5633
1,4094
1,4038
1,1875
1,2003
1,5304
1,8058
1,6279
1,5642
1,6664
1,2478
1,0934
0,9963
1,3991
1,3585
10,7868
1,4701
0,6743
1,1575
1,5009
0,224
1,3478
1,2537
1,3444
1,8054
1,6326
1,6626
1,6048
2,2569
1,6395
1,2106
2,0508
1,825
1,1712
1,2332
1,1716
0,8283

Whole time:144,5935
Averange time:1,44593490600586
