22,4669
15,7964
34,5186
6,0158
31,8588
3,3782
33,7249
17,1806
10,1124
18,7192
28,9107
4,4079
47,5222
28,6379
32,6302
37,184
20,0859
4,2279
33,1981
23,5659
3,4526
15,0527
32,7375
14,54
3,3658
29,7553
22,4211
2,4541
15,9828
24,4964
17,37
5,0592
13,982
34,8333
24,2907
26,8817
26,3039
1,3482
33,8032
12,333
1,9486
18,1453
24,7448
29,9785
27,2704
28,7239
12,165
1,6104
30,673
26,8196
16,6751
23,9576
16,7166
18,9035
25,8729
16,6161
11,5462
29,5637
33,3264
11,8785
12,7769
4,8522
34,395
6,6598
7,5077
16,951
38,2162
20,8701
2,7534
4,7145
3,9272
38,6935
40,2688
8,505
30,8025
19,5406
12,697
0,9788
35,5021
6,2937
11,3183
36,9501
26,3647
39,5453
3,0361
13,0651
5,822
42,9171
26,8829
36,0927
17,0463
25,8853
1,7032
20,6905
39,6608
16,1299
18,457
28,9013
4,8184
33,5

Whole time:2017,435
Averange time:20,1743505859375
